 0.390 | 0.657 | 0.958 | 1.125 |   n/a |   n/a |
 0.391 | 0.672 | 0.974 | 1.141 |   n/a |   n/a |
 0.390 | 0.670 | 0.969 | 1.129 |   n/a |   n/a |
 0.389 | 0.665 | 0.959 | 1.118 |   n/a |   n/a |
 0.389 | 0.668 | 0.964 | 1.124 |   n/a |   n/a |
 0.387 | 0.666 | 0.952 | 1.106 |   n/a |   n/a |
 0.388 | 0.664 | 0.952 | 1.104 |   n/a |   n/a |
 0.386 | 0.661 | 0.945 | 1.097 |   n/a |   n/a |
 0.383 | 0.655 | 0.933 | 1.083 |   n/a |   n/a |
 0.383 | 0.653 | 0.920 | 1.061 |   n/a |   n/a |
 0.381 | 0.647 | 0.912 | 1.053 |   n/a |   n/a |
 0.379 | 0.643 | 0.899 | 1.036 |   n/a |   n/a |
