 0.531 | 0.866 | 1.249 | 1.411 |   n/a |   n/a |
 0.535 | 0.874 | 1.278 | 1.462 |   n/a |   n/a |
 0.536 | 0.876 | 1.289 | 1.477 |   n/a |   n/a |
 0.541 | 0.885 | 1.300 | 1.483 |   n/a |   n/a |
 0.542 | 0.887 | 1.298 | 1.480 |   n/a |   n/a |
 0.540 | 0.882 | 1.295 | 1.481 |   n/a |   n/a |
 0.532 | 0.870 | 1.291 | 1.483 |   n/a |   n/a |
 0.541 | 0.884 | 1.287 | 1.465 |   n/a |   n/a |
 0.541 | 0.884 | 1.294 | 1.469 |   n/a |   n/a |
 0.536 | 0.879 | 1.295 | 1.478 |   n/a |   n/a |
 0.543 | 0.888 | 1.300 | 1.483 |   n/a |   n/a |
 0.542 | 0.882 | 1.299 | 1.482 |   n/a |   n/a |
