 0.256 | 0.481 | 0.930 | 0.937 |   n/a |   n/a |
 0.257 | 0.482 | 0.970 | 0.945 |   n/a |   n/a |
 0.260 | 0.484 | 0.971 | 0.947 |   n/a |   n/a |
 0.257 | 0.482 | 0.971 | 0.946 |   n/a |   n/a |
 0.256 | 0.478 | 0.956 | 0.925 |   n/a |   n/a |
 0.245 | 0.473 | 0.956 | 0.932 |   n/a |   n/a |
 0.250 | 0.467 | 0.946 | 0.920 |   n/a |   n/a |
 0.253 | 0.472 | 0.954 | 0.930 |   n/a |   n/a |
 0.249 | 0.480 | 0.954 | 0.936 |   n/a |   n/a |
 0.257 | 0.481 | 0.967 | 0.945 |   n/a |   n/a |
 0.257 | 0.479 | 0.957 | 0.930 |   n/a |   n/a |
 0.256 | 0.481 | 0.952 | 0.922 |   n/a |   n/a |
